City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hanoi,45.0,,,5.0,6.0,,Have certificate,,6.5
Hanoi,30.0,4.0,3.0,5.0,3.0,3.0,Have certificate,Basic,3.45
Ho Chi Minh City,36.4,3.0,2.0,2.0,2.0,2.0,Have certificate,,3.94
Hanoi,25.0,,2.0,5.0,3.0,3.0,Have certificate,Full,4.05
Hanoi,46.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,7.05
Others,47.3,4.3,30.0,2.0,3.0,2.0,Have certificate,Full,6.4
Hanoi,36.0,3.4,3.0,4.0,4.0,4.0,Have certificate,Full,5.35
Ho Chi Minh City,36.3,3.0,2.0,2.0,2.0,2.0,Have certificate,,3.93
Ho Chi Minh City,36.2,3.0,2.0,2.0,2.0,2.0,Have certificate,,3.92
Ho Chi Minh City,36.1,3.0,2.0,2.0,2.0,2.0,Have certificate,,3.91
Ho Chi Minh City,36.0,3.0,2.0,2.0,2.0,2.0,Have certificate,,3.9
Hanoi,35.0,3.7,3.0,7.0,3.0,6.0,,Full,9.2
Ho Chi Minh City,60.0,4.2,,2.0,,,,,4.9
Ho Chi Minh City,96.0,,,1.0,2.0,1.0,Have certificate,,3.0
Others,25.2,,,,3.0,2.0,,,3.5
Others,265.0,,,,,,Have certificate,Basic,4.0
Hanoi,60.0,,,5.0,9.0,9.0,Have certificate,Full,8.8
Others,40.0,4.1,,3.0,,,,,6.25
Others,109.0,4.0,14.0,1.0,2.0,2.0,Have certificate,Full,4.0
Ho Chi Minh City,35.0,3.5,,3.0,3.0,3.0,Have certificate,Basic,5.5
Ho Chi Minh City,82.0,4.0,6.0,2.0,4.0,3.0,Have certificate,Full,5.8
Others,67.0,4.3,6.0,1.0,2.0,1.0,Have certificate,,5.2
Ho Chi Minh City,100.0,5.0,12.0,4.0,4.0,5.0,Have certificate,Full,9.0
Others,60.0,4.0,12.0,3.0,4.0,4.0,Have certificate,Full,3.7
Hanoi,52.0,5.0,19.0,5.0,5.0,6.0,Have certificate,Full,9.7
Others,106.0,4.0,6.0,2.0,3.0,3.0,Have certificate,Full,4.3
Others,61.0,5.0,8.0,2.0,2.0,1.0,Have certificate,Basic,2.5
Ho Chi Minh City,105.0,,,4.0,5.0,6.0,,,8.3
Others,100.0,,17.0,2.0,2.0,2.0,Have certificate,Full,1.85
Hanoi,48.0,,,4.0,4.0,,Have certificate,,4.85
Hanoi,40.0,,2.0,4.0,4.0,5.0,Have certificate,Full,7.0
Others,67.4,5.0,16.0,2.0,2.0,2.0,Have certificate,Basic,3.9
Hanoi,32.0,3.0,3.0,4.0,4.0,2.0,Have certificate,Full,5.2
Ho Chi Minh City,56.0,8.0,3.0,4.0,4.0,3.0,Have certificate,Full,6.5
Ho Chi Minh City,38.4,,3.0,3.0,2.0,3.0,Have certificate,,3.1
Hanoi,75.0,4.5,5.0,1.0,3.0,2.0,Have certificate,,8.2
Ho Chi Minh City,52.0,4.0,,3.0,4.0,3.0,Have certificate,,7.7
Hanoi,38.5,4.3,2.0,5.0,3.0,4.0,Have certificate,Full,6.55
Hanoi,40.0,,,,4.0,4.0,Have certificate,Full,8.1
Others,42.5,,5.0,2.0,2.0,2.0,Have certificate,,1.85
Ho Chi Minh City,40.0,4.0,,5.0,4.0,5.0,Have certificate,,7.3
Others,100.0,,3.0,4.0,4.0,,Have certificate,Full,5.2
Ho Chi Minh City,63.0,,4.0,1.0,2.0,2.0,Have certificate,,4.75
Ho Chi Minh City,90.0,3.2,,2.0,3.0,2.0,Have certificate,,7.8
Others,73.53,4.0,3.5,,2.0,1.0,,,4.2
Hanoi,31.0,,,5.0,,,,,5.1
Others,115.0,,,,3.0,3.0,Have certificate,,3.7
Hanoi,47.0,3.7,3.0,3.0,4.0,3.0,Have certificate,Full,7.0
Others,50.0,6.0,6.0,1.0,3.0,1.0,Have certificate,,1.65
Others,75.0,5.0,3.0,2.0,3.0,,,,2.99
Others,90.0,4.0,12.0,2.0,3.0,3.0,Have certificate,,3.8
Ho Chi Minh City,60.0,,,5.0,6.0,7.0,,,7.48
Others,58.8,7.0,7.0,2.0,2.0,2.0,Have certificate,,1.65
Ho Chi Minh City,151.0,8.0,8.0,,2.0,3.0,Sale contract,Basic,5.3
Ho Chi Minh City,80.0,,,2.0,3.0,,,,6.2
Ho Chi Minh City,64.0,5.0,5.0,3.0,3.0,4.0,Have certificate,Full,7.8
Others,86.9,4.85,,3.0,3.0,2.0,Have certificate,Basic,3.48
Ho Chi Minh City,76.0,3.5,6.0,6.0,6.0,7.0,Have certificate,Full,8.9
Others,52.0,6.5,,3.0,,3.0,Have certificate,,4.8
Others,82.5,5.5,,3.0,3.0,,Have certificate,,3.8
Ho Chi Minh City,43.0,,,3.0,4.0,4.0,Have certificate,,8.5
Others,42.8,,5.0,2.0,2.0,2.0,Have certificate,Basic,1.85
Ho Chi Minh City,75.0,4.5,3.0,3.0,7.0,7.0,Have certificate,Full,5.9
Others,204.0,20.0,20.0,3.0,2.0,2.0,Have certificate,Basic,8.5
Others,56.6,3.5,,3.0,5.0,5.0,Have certificate,Full,4.98
Others,214.0,10.0,,3.0,7.0,7.0,Have certificate,Full,9.7
Others,105.0,5.0,,3.0,3.0,,Have certificate,,4.5
Others,87.0,5.0,24.0,4.0,5.0,4.0,Sale contract,Full,5.4
Others,42.8,4.5,5.0,2.0,2.0,2.0,Have certificate,,1.85
Others,120.0,9.3,15.0,3.0,4.0,5.0,Have certificate,Basic,5.3
Others,90.0,4.0,3.0,3.0,3.0,3.0,Have certificate,Full,7.2
Others,76.81,,24.0,4.0,3.0,3.0,,,4.75
Ho Chi Minh City,30.0,4.0,2.5,2.0,2.0,2.0,Have certificate,Full,3.45
Ho Chi Minh City,33.0,3.0,,3.0,5.0,4.0,Have certificate,,5.99
Hanoi,40.0,,,7.0,,,Have certificate,,9.0
Others,60.0,5.0,7.5,4.0,3.0,4.0,Have certificate,Full,8.3
Others,170.0,9.0,,3.0,4.0,3.0,Have certificate,Full,8.7
Others,62.0,,,5.0,7.0,7.0,Have certificate,Full,7.6
Hanoi,31.0,5.3,2.2,4.0,3.0,3.0,Have certificate,Basic,3.45
Others,71.0,8.8,,4.0,2.0,2.0,Have certificate,Full,10.0
Hanoi,43.0,,,,,,Have certificate,,6.55
Hanoi,41.0,,,4.0,,,Have certificate,,3.65
Others,120.0,6.0,56.0,3.0,4.0,4.0,Have certificate,,7.85
Ho Chi Minh City,28.0,4.0,6.0,5.0,3.0,3.0,Have certificate,Basic,5.8
Hanoi,38.0,3.8,,5.0,6.0,5.0,Have certificate,Full,6.36
Hanoi,45.0,4.5,,4.0,3.0,3.0,Have certificate,,7.85
Ho Chi Minh City,20.15,,,2.0,2.0,2.0,Have certificate,Full,3.45
Others,100.0,5.0,12.0,4.0,,,Have certificate,,5.9
Hanoi,30.0,4.0,,4.0,2.0,3.0,Have certificate,,8.45
Others,77.0,4.0,16.0,4.0,4.0,4.0,Have certificate,Full,7.75
Hanoi,35.0,4.0,,4.0,3.0,3.0,Have certificate,Full,4.3
Others,100.0,5.0,15.0,4.0,6.0,7.0,Have certificate,,5.9
Others,42.8,45.0,5.0,2.0,2.0,2.0,Have certificate,Basic,1.85
Ho Chi Minh City,64.0,,,3.0,5.0,4.0,Have certificate,,7.6
Others,54.5,3.5,3.0,2.0,2.0,2.0,Have certificate,,3.3
Hanoi,32.0,,,4.0,3.0,3.0,Have certificate,Basic,3.5
Ho Chi Minh City,70.0,,,2.0,3.0,3.0,Have certificate,,3.8
Others,75.0,5.0,65.0,,4.0,,,,5.2
Others,300.0,5.0,24.0,1.0,3.0,3.0,Have certificate,Full,8.9
Hanoi,35.0,3.8,,5.0,3.0,3.0,Have certificate,Full,5.0
Hanoi,35.0,4.0,2.5,4.0,4.0,4.0,,,3.9
Hanoi,67.5,45.0,6.0,,,,Have certificate,,6.95
Others,46.0,,,4.0,4.0,3.0,,,3.35
Hanoi,32.0,,,5.0,4.0,4.0,Have certificate,Basic,3.8
Hanoi,40.0,,,4.0,4.0,,Have certificate,,4.2
Hanoi,31.0,3.65,3.0,5.0,4.0,4.0,Have certificate,Full,4.6
Hanoi,30.0,4.0,,5.0,3.0,4.0,Have certificate,Basic,3.6
Hanoi,50.0,,,4.0,5.0,3.0,Have certificate,Full,5.55
Ho Chi Minh City,78.0,,,2.0,,,,,7.5
Ho Chi Minh City,130.0,6.0,12.0,,,,Have certificate,Full,9.5
Hanoi,38.0,,,,4.0,,Have certificate,,5.2
Ho Chi Minh City,56.0,,5.0,2.0,,,Have certificate,,6.19
Hanoi,31.0,,,5.0,3.0,4.0,Have certificate,Full,5.5
Hanoi,33.0,3.3,,4.0,3.0,3.0,Have certificate,,3.6
Ho Chi Minh City,76.0,4.0,10.0,4.0,4.0,5.0,Have certificate,Full,7.5
Ho Chi Minh City,28.0,,,2.0,2.0,2.0,Have certificate,Basic,3.6
Ho Chi Minh City,84.0,,,4.0,4.0,5.0,Have certificate,Basic,6.1
Others,96.0,8.0,6.0,4.0,4.0,,Have certificate,Full,8.5
Ho Chi Minh City,45.0,4.2,4.0,5.0,4.0,4.0,Have certificate,,6.7
Hanoi,28.0,,,5.0,3.0,4.0,Have certificate,Full,6.0
Others,100.0,,,2.0,3.0,2.0,Have certificate,,2.0
Others,100.0,5.0,13.5,4.0,4.0,4.0,Have certificate,,3.0
Ho Chi Minh City,45.0,,5.0,3.0,4.0,4.0,,,4.5
Ho Chi Minh City,28.0,,5.0,2.0,2.0,2.0,Sale contract,Basic,1.23
Ho Chi Minh City,37.7,3.95,,2.0,3.0,2.0,,,7.0
Hanoi,45.0,,,5.0,,,Have certificate,,6.9
Ho Chi Minh City,68.0,,,3.0,4.0,3.0,Have certificate,Full,8.38
Hanoi,60.0,5.0,,6.0,9.0,9.0,Have certificate,,8.8
Ho Chi Minh City,134.1,,,3.0,3.0,3.0,Have certificate,Basic,5.5
Ho Chi Minh City,56.1,,,1.0,2.0,1.0,Have certificate,Basic,3.87
Ho Chi Minh City,72.0,,5.0,,3.0,,Have certificate,,6.0
Ho Chi Minh City,92.0,,20.0,,2.0,,Have certificate,Full,9.0
Hanoi,52.0,,,7.0,5.0,7.0,Have certificate,,9.2
Hanoi,38.0,3.8,2.5,4.0,4.0,4.0,Have certificate,,3.5
Hanoi,60.0,,15.0,4.0,4.0,4.0,Have certificate,,8.9
Ho Chi Minh City,88.7,4.6,6.5,,2.0,1.0,Have certificate,,4.6
Ho Chi Minh City,44.0,,,2.0,3.0,3.0,,,4.95
Ho Chi Minh City,88.0,,8.0,,3.0,,Have certificate,,7.19
Ho Chi Minh City,90.4,8.0,8.0,,2.0,2.0,Have certificate,Full,10.0
Hanoi,43.0,,,,,,Have certificate,Full,6.5
Others,105.0,,,,4.0,,,,6.1
Ho Chi Minh City,100.0,,,1.0,2.0,2.0,Have certificate,,7.7
Ho Chi Minh City,55.0,3.7,,4.0,,,Have certificate,Full,9.8
Hanoi,31.0,,2.0,5.0,3.0,4.0,Have certificate,Full,4.25
Ho Chi Minh City,56.0,,,2.0,2.0,2.0,Have certificate,,4.8
Ho Chi Minh City,46.0,4.3,,4.0,4.0,3.0,Have certificate,Full,4.95
Hanoi,43.5,,,,,,Have certificate,Full,6.69
Others,54.0,,,4.0,3.0,3.0,,,3.86
Ho Chi Minh City,119.4,7.0,,2.0,2.0,2.0,,,8.2
Ho Chi Minh City,80.0,4.3,,2.0,2.0,2.0,,,4.29
Ho Chi Minh City,50.0,4.5,,4.0,3.0,3.0,Have certificate,Full,6.2
Others,80.0,5.0,16.0,3.0,4.0,4.0,Have certificate,Full,5.8
Ho Chi Minh City,24.0,,,2.0,2.0,2.0,Have certificate,,1.99
Hanoi,33.0,3.8,,5.0,4.0,4.0,,Full,5.0
Hanoi,81.0,5.0,18.5,5.0,4.0,5.0,Have certificate,,9.9
Ho Chi Minh City,73.0,4.0,,,8.0,6.0,Have certificate,,6.7
Others,52.0,4.0,20.0,5.0,,,,,6.55
Hanoi,40.0,,,4.0,,,Have certificate,Full,4.2
Others,105.0,7.5,21.0,4.0,8.0,8.0,Have certificate,,5.6
Others,120.0,6.0,55.0,4.0,6.0,5.0,Have certificate,,4.57
Ho Chi Minh City,66.0,4.0,4.5,,3.0,3.0,Have certificate,Full,8.99
Ho Chi Minh City,44.3,4.45,,,5.0,4.0,Have certificate,,4.6
Others,90.0,,,,,,Have certificate,,6.7
Ho Chi Minh City,81.0,,,4.0,8.0,7.0,Have certificate,,8.9
Others,80.0,,12.0,2.0,2.0,2.0,Have certificate,,1.55
Hanoi,36.0,,3.0,,3.0,4.0,Have certificate,,5.0
Others,160.0,,,,4.0,3.0,Sale contract,,4.7
Others,90.0,5.0,6.0,2.0,4.0,2.0,Have certificate,Basic,3.0
Hanoi,36.0,3.8,,4.0,3.0,3.0,Have certificate,Full,5.8
Others,45.0,3.5,,3.0,3.0,3.0,Have certificate,,4.65
Ho Chi Minh City,51.0,4.6,3.0,2.0,3.0,2.0,Have certificate,Basic,4.6
Ho Chi Minh City,80.0,,12.0,3.0,4.0,3.0,Have certificate,,6.8
Ho Chi Minh City,79.2,10.0,10.0,2.0,1.0,1.0,Sale contract,Basic,4.4
Hanoi,40.0,,,5.0,,,,,8.1
Others,90.0,,,2.0,8.0,8.0,Have certificate,Basic,2.6
Others,80.0,,,2.0,3.0,3.0,Have certificate,,2.0
Hanoi,70.0,,,,,,,,9.4
Others,117.0,6.0,11.0,2.0,4.0,4.0,,,6.0
Ho Chi Minh City,151.0,7.8,,2.0,2.0,3.0,Have certificate,Basic,5.7
Others,117.0,6.0,11.0,3.0,4.0,4.0,Sale contract,,6.0
Hanoi,36.0,4.5,3.0,5.0,3.0,,Have certificate,,5.65
Ho Chi Minh City,30.0,3.0,,4.0,3.0,3.0,Have certificate,,5.7
Others,86.9,,,3.0,3.0,2.0,,,3.48
Others,143.5,6.0,11.0,2.0,4.0,4.0,,,7.3
Ho Chi Minh City,51.0,4.0,8.0,3.0,3.0,2.0,Have certificate,Full,6.5
Ho Chi Minh City,50.0,,,2.0,2.0,2.0,Have certificate,,5.0
Ho Chi Minh City,78.0,,,2.0,4.0,3.0,Have certificate,,7.4
Hanoi,33.0,4.3,3.0,6.0,4.0,4.0,Have certificate,Full,7.6
Ho Chi Minh City,60.0,,,3.0,,,,,7.0
Hanoi,39.0,,,5.0,,,,,5.9
Hanoi,37.0,4.5,3.0,5.0,3.0,4.0,Have certificate,Full,5.48
Others,97.5,5.0,,,4.0,5.0,Sale contract,,4.4
Ho Chi Minh City,40.0,6.0,8.0,2.0,3.0,3.0,Have certificate,,1.05
Others,200.0,10.0,,,4.0,3.0,,,5.6
Others,100.0,,,3.0,3.0,4.0,,,5.95
Hanoi,28.0,2.7,2.0,4.0,3.0,3.0,Have certificate,Full,3.6
Others,97.0,5.5,,1.0,2.0,1.0,Have certificate,Full,3.95
Others,102.0,7.0,13.0,,,,Have certificate,,8.6
Hanoi,45.0,4.4,,5.0,6.0,4.0,Have certificate,,7.5
Hanoi,37.0,,,5.0,6.0,4.0,Have certificate,,6.8
Hanoi,32.4,4.5,7.0,4.0,3.0,4.0,Have certificate,Basic,8.5
Others,73.0,5.0,8.0,2.0,2.0,2.0,Have certificate,Full,3.23
Ho Chi Minh City,76.0,4.0,6.0,3.0,3.0,4.0,Have certificate,Full,7.85
Hanoi,48.0,,3.0,5.0,6.0,5.0,Have certificate,,7.2
Hanoi,41.0,,,,,,Have certificate,,6.15
Ho Chi Minh City,80.0,4.0,5.0,2.0,3.0,3.0,Have certificate,Full,7.5
Hanoi,33.0,3.8,2.8,5.0,3.0,4.0,Have certificate,Full,4.35
Others,100.0,,,2.0,2.0,2.0,Have certificate,,1.55
Others,90.0,,16.0,2.0,4.0,3.0,Sale contract,,3.9
Others,100.0,,,2.0,3.0,4.0,,,6.5
Ho Chi Minh City,91.0,7.0,12.0,1.0,2.0,2.0,Have certificate,Basic,8.3
Others,77.0,4.0,16.0,3.0,4.0,4.0,Have certificate,,7.75
Ho Chi Minh City,65.0,4.2,12.0,2.0,3.0,2.0,Have certificate,Full,9.3
Ho Chi Minh City,70.0,5.0,10.0,5.0,5.0,5.0,Have certificate,Full,9.5
Hanoi,40.6,,,5.0,3.0,4.0,Have certificate,,6.9
Others,67.6,,13.0,3.0,3.0,4.0,Have certificate,Full,3.3
Ho Chi Minh City,83.9,4.0,4.0,2.0,,1.0,Have certificate,,4.69
Ho Chi Minh City,68.0,4.0,6.0,3.0,3.0,4.0,Have certificate,Full,5.88
Hanoi,50.0,,4.0,5.0,6.0,4.0,Have certificate,Full,7.1
Others,60.0,4.0,15.0,4.0,3.0,3.0,Have certificate,Basic,8.9
Others,100.0,5.0,10.5,3.0,5.0,4.0,Have certificate,Full,6.9
Ho Chi Minh City,40.0,4.0,6.0,2.0,2.0,2.0,Sale contract,,1.55
Hanoi,120.0,6.0,15.0,1.0,1.0,1.0,Have certificate,Full,4.0
Ho Chi Minh City,60.0,5.0,5.0,2.0,2.0,2.0,,Full,2.2
Others,60.0,4.0,15.0,4.0,3.0,5.0,Have certificate,Full,9.7
Others,100.0,5.0,13.0,3.0,3.0,4.0,Sale contract,Full,6.7
Ho Chi Minh City,68.0,,,,2.0,,Have certificate,Basic,8.79
Others,109.0,5.5,20.0,3.0,4.0,5.0,Have certificate,Full,8.9
Others,151.5,,10.0,2.0,,,Have certificate,Basic,4.3
Others,80.0,,,2.0,2.0,2.0,,,1.53
Ho Chi Minh City,59.1,6.0,6.0,4.0,5.0,6.0,,Full,7.7
Hanoi,32.0,,,5.0,3.0,4.0,Have certificate,Basic,3.35
Ho Chi Minh City,47.0,,,2.0,2.0,2.0,Have certificate,Basic,10.0
Others,266.0,,30.0,,,,Have certificate,,7.8
Ho Chi Minh City,50.0,4.5,6.0,4.0,4.0,4.0,Have certificate,,5.0
Ho Chi Minh City,76.0,3.5,6.0,5.0,6.0,7.0,Have certificate,Full,8.88
Hanoi,50.0,4.0,,4.0,4.0,4.0,Have certificate,Basic,7.2
Others,75.0,,,2.0,2.0,2.0,Have certificate,,2.05
Ho Chi Minh City,69.0,4.0,3.0,3.0,4.0,4.0,Have certificate,Basic,5.9
Ho Chi Minh City,89.3,4.5,,1.0,2.0,1.0,Have certificate,Basic,7.7
Others,188.0,,,1.0,3.0,2.0,Sale contract,,6.0
Ho Chi Minh City,61.0,4.5,6.0,3.0,3.0,3.0,Have certificate,Basic,6.5
Hanoi,37.0,4.0,,4.0,3.0,3.0,Have certificate,Basic,3.8
Ho Chi Minh City,128.0,5.0,12.0,1.0,3.0,2.0,Have certificate,Full,9.9
Ho Chi Minh City,51.0,4.0,3.5,4.0,6.0,6.0,Have certificate,,6.8
Ho Chi Minh City,63.1,4.0,,4.0,,,Have certificate,Full,5.9
Others,78.0,6.0,,5.0,5.0,5.0,,,9.77
Hanoi,35.0,,,5.0,3.0,3.0,Have certificate,Full,4.95
Others,275.0,11.5,30.0,,,,Have certificate,,9.0
Hanoi,38.0,,3.0,4.0,4.0,3.0,Have certificate,Basic,5.1
Ho Chi Minh City,56.0,,10.0,3.0,4.0,,Have certificate,,6.4
Hanoi,55.0,6.0,3.0,4.0,6.0,6.0,Have certificate,Full,9.0
Others,76.8,,,,,,,,2.55
Ho Chi Minh City,77.0,,,2.0,2.0,2.0,Have certificate,,7.4
Others,121.0,4.0,,2.0,,,,,6.0
Hanoi,48.0,,,3.0,3.0,3.0,Have certificate,Full,2.7
Others,65.0,4.0,,4.0,4.0,5.0,,,3.85
Hanoi,35.0,,,4.0,4.0,3.0,Have certificate,Full,6.25
Hanoi,37.0,3.8,,5.0,,,Have certificate,Basic,5.9
Hanoi,40.0,,,5.0,3.0,4.0,Have certificate,Full,3.55
Hanoi,39.0,,3.0,,3.0,,Have certificate,,5.95
Hanoi,37.0,4.0,2.0,3.0,3.0,3.0,Have certificate,Full,2.92
Hanoi,43.2,,,4.0,4.0,4.0,Have certificate,Full,7.85
Hanoi,38.0,4.0,3.0,5.0,6.0,4.0,Have certificate,Full,4.85
Others,150.0,6.0,9.0,2.0,5.0,5.0,Have certificate,Full,10.0
Ho Chi Minh City,70.0,,,,2.0,2.0,,Full,3.0
Hanoi,27.0,3.0,6.0,5.0,3.0,3.0,Have certificate,Basic,5.95
Others,75.0,,,5.0,,,,,8.8
Others,124.0,6.2,4.0,,7.0,6.0,Have certificate,Basic,2.3
Others,73.0,8.0,3.5,2.0,2.0,2.0,Have certificate,,3.65
Hanoi,50.0,4.5,3.0,5.0,4.0,3.0,Have certificate,Full,6.25
Others,442.0,10.0,6.0,1.0,2.0,2.0,Have certificate,Basic,2.65
Hanoi,34.7,,,,,,Have certificate,,6.1
Others,100.0,5.0,53.0,4.0,4.0,4.0,Have certificate,Full,9.2
Hanoi,33.0,,,,,,Have certificate,,7.6
Hanoi,40.0,,,,4.0,4.0,Have certificate,Full,6.05
Hanoi,32.0,3.5,2.5,5.0,4.0,3.0,Have certificate,,4.3
Hanoi,45.0,4.0,4.0,4.0,4.0,3.0,Have certificate,Full,5.15
Ho Chi Minh City,50.0,5.0,,3.0,3.0,4.0,,,5.9
Hanoi,54.0,,,,,,Have certificate,,10.0
Ho Chi Minh City,80.0,6.0,8.0,3.0,4.0,5.0,Have certificate,,5.69
Hanoi,63.0,,,,,1.0,Have certificate,,8.6
Ho Chi Minh City,73.0,4.0,9.0,4.0,4.0,5.0,Have certificate,,5.35
Hanoi,45.0,4.6,6.0,2.0,4.0,3.0,Have certificate,,7.1
Ho Chi Minh City,42.0,,,3.0,3.0,4.0,,,6.2
Ho Chi Minh City,63.5,3.5,16.0,1.0,1.0,,Have certificate,,6.9
Hanoi,42.0,,,4.0,4.0,3.0,Have certificate,Basic,2.28
Others,75.0,5.0,,3.0,4.0,3.0,Have certificate,,3.8
Ho Chi Minh City,51.0,5.6,7.0,3.0,4.0,5.0,Have certificate,Basic,4.6
Others,61.0,4.0,5.0,2.0,,,,,3.05
Others,130.0,,12.0,3.0,5.0,,,,8.0
Hanoi,34.0,4.0,,5.0,4.0,4.0,Have certificate,,3.8
Ho Chi Minh City,54.0,4.0,8.0,4.0,6.0,5.0,Have certificate,Basic,6.1
Ho Chi Minh City,90.8,4.0,7.0,1.0,1.0,1.0,Have certificate,,4.2
Ho Chi Minh City,50.0,4.65,12.0,5.0,4.0,6.0,Have certificate,Full,5.9
Others,80.0,5.0,9.0,2.0,3.0,1.0,Have certificate,,1.4
Ho Chi Minh City,200.0,13.0,5.0,,,,Have certificate,,6.5
Ho Chi Minh City,76.5,4.0,8.0,3.0,4.0,3.0,Have certificate,Basic,7.9
Ho Chi Minh City,86.7,4.5,7.0,2.0,2.0,3.0,Have certificate,,6.9
Hanoi,41.0,4.5,2.5,5.0,3.0,4.0,Have certificate,Full,6.85
Ho Chi Minh City,51.8,,9.0,,,,,,3.99
Ho Chi Minh City,250.0,,,,4.0,1.0,Have certificate,,9.4
Ho Chi Minh City,160.0,4.0,15.0,1.0,2.0,1.0,Have certificate,Full,6.98
Hanoi,35.0,3.6,,4.0,4.0,3.0,,,3.8
Others,90.0,5.0,15.0,3.0,3.0,4.0,Have certificate,Basic,4.6
Ho Chi Minh City,75.0,,3.0,3.0,,,Have certificate,Full,9.0
Hanoi,40.0,4.0,,4.0,3.0,,Have certificate,Full,10.0
Ho Chi Minh City,98.5,4.0,8.0,3.0,4.0,3.0,Have certificate,Basic,7.4
Hanoi,32.0,4.0,,4.0,2.0,3.0,Have certificate,Full,4.6
Hanoi,30.0,,,5.0,,,Have certificate,,8.8
Ho Chi Minh City,42.0,3.6,2.5,2.0,2.0,2.0,Have certificate,Basic,3.2
Ho Chi Minh City,39.8,,,2.0,3.0,2.0,Have certificate,Basic,4.0
Ho Chi Minh City,80.0,,5.0,2.0,4.0,3.0,Have certificate,Basic,9.5
Hanoi,45.5,,,5.0,4.0,4.0,Have certificate,Basic,7.99
Hanoi,35.0,,,5.0,3.0,4.0,Have certificate,,5.3
Hanoi,50.0,,,4.0,4.0,3.0,Have certificate,,7.3
Others,74.0,,,,,,Have certificate,,1.4
Hanoi,44.0,3.7,3.5,4.0,4.0,3.0,Have certificate,,9.2
Ho Chi Minh City,57.0,5.0,7.0,2.0,2.0,2.0,Have certificate,Basic,3.8
Others,100.0,5.0,6.0,2.0,3.0,2.0,Have certificate,Full,2.15
Hanoi,35.0,4.0,,5.0,3.0,4.0,Have certificate,Full,6.0
Others,74.5,5.0,3.0,2.0,4.0,2.0,Have certificate,,2.5
Ho Chi Minh City,57.0,,,4.0,4.0,4.0,Have certificate,Full,5.32
Others,92.5,5.0,,2.0,3.0,2.0,Have certificate,,4.55
Hanoi,50.0,5.0,,5.0,3.0,4.0,Have certificate,Full,5.6
Others,97.0,4.5,3.0,2.0,3.0,2.0,Have certificate,Full,2.65
Hanoi,35.0,,2.0,5.0,3.0,4.0,Have certificate,Basic,4.8
Others,108.0,6.0,13.0,,,,Have certificate,,7.95
Hanoi,36.0,,,4.0,4.0,3.0,Have certificate,,4.85
Ho Chi Minh City,52.0,4.0,,2.0,,,Have certificate,,5.2
Hanoi,34.0,,,4.0,3.0,4.0,,,3.75
Hanoi,40.0,3.8,,5.0,3.0,4.0,Have certificate,Full,5.45
Ho Chi Minh City,60.0,,6.0,3.0,4.0,4.0,Have certificate,Basic,6.2
Ho Chi Minh City,100.0,5.0,5.0,4.0,7.0,7.0,Have certificate,Full,9.5
Hanoi,35.0,,,4.0,5.0,4.0,Have certificate,Full,4.8
Others,48.0,,,5.0,6.0,4.0,,,5.4
Others,101.0,,,,3.0,1.0,Have certificate,Full,1.7
Ho Chi Minh City,52.0,4.0,12.0,2.0,2.0,2.0,Have certificate,Basic,6.0
Ho Chi Minh City,68.0,4.0,10.0,,4.0,,Have certificate,Basic,5.8
Ho Chi Minh City,64.0,4.0,10.0,3.0,4.0,3.0,Have certificate,Basic,6.5
Hanoi,31.0,3.8,2.5,3.0,3.0,3.0,Have certificate,Basic,2.25
Others,221.0,,,3.0,,,,,5.9
Others,67.0,,,,,,Have certificate,,5.8
Hanoi,33.0,,,4.0,4.0,3.0,Have certificate,,3.9
Others,93.0,,,,2.0,,Have certificate,,1.95
Hanoi,35.0,3.5,3.0,5.0,4.0,3.0,Have certificate,,2.55
Hanoi,45.0,6.3,2.0,5.0,4.0,5.0,Have certificate,Full,8.0
Hanoi,35.0,,,5.0,4.0,3.0,Have certificate,,3.65
Ho Chi Minh City,64.0,,,4.0,4.0,4.0,Have certificate,,6.2
Hanoi,33.0,,,4.0,4.0,4.0,Have certificate,Full,7.5
Hanoi,38.0,,,5.0,3.0,3.0,Have certificate,Full,4.9
Others,87.36,5.65,25.0,,,,,,5.8
Others,120.0,6.0,36.0,,,,Have certificate,,4.6
Others,33.1,3.2,2.0,2.0,2.0,2.0,Have certificate,,2.9
Ho Chi Minh City,56.0,,,,4.0,5.0,Have certificate,,9.0
Hanoi,38.0,,,,,,,Basic,4.5
Ho Chi Minh City,100.0,,12.0,4.0,5.0,5.0,Have certificate,,9.8
Ho Chi Minh City,55.0,,,3.0,4.0,4.0,,,8.0
Ho Chi Minh City,61.0,6.7,3.0,,4.0,4.0,Have certificate,,5.15
Ho Chi Minh City,48.0,,,3.0,5.0,5.0,,,7.5
Ho Chi Minh City,70.5,8.0,4.0,2.0,2.0,2.0,Have certificate,Basic,4.85
Ho Chi Minh City,50.0,,,3.0,6.0,6.0,,,7.0
Others,90.0,5.0,6.0,1.0,2.0,2.0,Have certificate,,1.3
Ho Chi Minh City,60.0,,,3.0,6.0,6.0,Have certificate,,8.0
Others,138.0,6.0,30.0,4.0,5.0,6.0,Have certificate,,9.5
Hanoi,20.0,,,5.0,,,Have certificate,,5.6
